일자,작품명,합계
2024-05-11,유니버설발레단 케네스 맥밀란의 <로미오와 줄리엣>,1424
2024-05-11,유니버설발레단 케네스 맥밀란의 <로미오와 줄리엣>,1301
2024-05-11,김대준 첼로 리사이틀,150
2024-05-11,박진우 슈베르트 피아노 전곡 시리즈 IV,204
2024-05-11,임정빈 귀국 튜바 독주회,57
2024-05-11,윤효정 피아노 독주회,81
2024-05-11,이성주와 프렌즈,279
2024-05-12,"국립심포니오케스트라 - 베를리오즈, 환상교향곡",2068
2024-05-12,실종법칙,86
2024-05-12,유니버설발레단 케네스 맥밀란의 <로미오와 줄리엣>,1325
2024-05-12,유니버설발레단 케네스 맥밀란의 <로미오와 줄리엣>,1675
2024-05-12,천 개의 파랑,317
2024-05-12,천 개의 파랑,222
2024-05-12,김은지 귀국 바이올린 독주회,278
2024-05-12,현준희 바이올린 독주회,114
2024-05-12,천 개의 파랑,0
2024-05-12,한다혜 피아노 독주회,51
2024-05-12,2024 서울시립교향악단 SPO Day ,349
2024-05-14,천 개의 파랑,260
2024-05-14,강남심포니오케스트라 제 104회 정기연주회,694
2024-05-14,에르완 리샤 비올라 독주회,153
2024-05-14,천 개의 파랑,32
2024-05-14,전재성 바이올린 독주회,160
2024-05-14,황소명 피아노 독주회,0
2024-05-15,천 개의 파랑,349
2024-05-15,천 개의 파랑,225
2024-05-15,천 개의 파랑,40
2024-05-15,천 개의 파랑,50
2024-05-15,박주영 피아노 리사이틀,239
2024-05-15,김상애 플루트 독주회,249
2024-05-15,김어령 첼로 독주회,85
2024-05-16,천 개의 파랑,194
2024-05-16,차이콥스키 콩쿠르 위너 콘서트,1120
2024-05-16,심정운 피아노 독주회,77
2024-05-16,천 개의 파랑,24
2024-05-16,정윤혜 귀국 첼로 독주회,179
2024-05-16,아스틴 퀸텟 정기연주회,299
2024-05-17,천 개의 파랑,291
2024-05-17,테너 김우경 독창회,1214
2024-05-17,베를린필하모닉 스트링콰르텟 내한공연,517
2024-05-17,공원영 피아노 독주회,88
2024-05-17,천 개의 파랑,53
2024-05-17,이승민 쳄발로 독주회,54
2024-05-18,천 개의 파랑,418
2024-05-18,천 개의 파랑,307
2024-05-18,"<그녀와 그>: 이명주, 김세일 그리고 슈만",366
2024-05-18,한경진 바이올린 독주회,66
2024-05-18,국립현대무용단 어린이 무용 `얍! 얍! 얍!`,143
2024-05-18,서울 심포닉 윈드 오케스트라 제3회 정기연주회,995
2024-05-18,천 개의 파랑,17
2024-05-18,천 개의 파랑,65
2024-05-18,화음챔버오케스트라 레퍼토리 프로젝트,338
2024-05-18,유지홍의 <로맨틱발라드>,65
2024-05-19,천 개의 파랑,347
2024-05-19,국립현대무용단 어린이 무용 `얍! 얍! 얍!`,137
2024-05-19,하세연 첼로 독주회,72
2024-05-19,천 개의 파랑,59
2024-05-19,월드 유니온 오케스트라 슈퍼클래식:존윌리엄스 스타워즈,1810
2024-05-19,2024 PoAH 피아노연구회 제10회 정기연주회,112
2024-05-19,박지원 피아노 독주회,172
2024-05-21,천 개의 파랑,290
2024-05-21,국립현대무용단 어린이 무용 `얍! 얍! 얍!`,125
2024-05-21,천 개의 파랑,50
2024-05-21,2024 한국독일가곡연구회 - 슈트라우스 탄생 160주년 기념 음악회 시리즈,154
2024-05-21,이호정 피아노 독주회,62
2024-05-21,콰르텟21과 함께 하는 클래식의 스마트한 선택 시리즈 I,246
2024-05-21,베토벤과 말러의 부드러움을 찾아서,1287
2024-05-22,천 개의 파랑,81
2024-05-22,천 개의 파랑,183
2024-05-22,국립현대무용단 어린이 무용 `얍! 얍! 얍!`,88
2024-05-22,천 개의 파랑,16
2024-05-22,천 개의 파랑,44
2024-05-22,토너스 콰르텟 <스메타나 탄생 200주년 기념 음악회>,200
2024-05-22,피아노를 듣는 밤,146
2024-05-22,콘서트 가이드 나웅준의 뮤직 테라피,28
2024-05-23,국립오페라단 정기공연 오페라 <죽음의 도시>,1041
2024-05-23,천 개의 파랑,213
2024-05-23,한혜열 윤호근 듀오콘서트 슈만의 `시인의 사랑`,171
2024-05-23,국립현대무용단 어린이 무용 `얍! 얍! 얍!`,109
2024-05-23,천 개의 파랑,35
2024-05-23,이경원 바이올린 & 비올라 독주회 ,60
2024-05-23,현대음악 앙상블 위로 기획공연 Sound Maker Project Series I <예술의 묘미>,286
2024-05-23,한국교수콰이어 제18회 정기연주회,1001
2024-05-24,국립오페라단 정기공연 오페라 <죽음의 도시>,909
2024-05-24,조성현 무반주 플루트 리사이틀,345
2024-05-24,천 개의 파랑,306
2024-05-24,국립현대무용단 어린이 무용 `얍! 얍! 얍!`,129
2024-05-24,천 개의 파랑,48
2024-05-24,박혜준 첼로 독주회,239
2024-05-25,국립오페라단 정기공연 오페라 <죽음의 도시>,998
2024-05-25,KCO 트로이카콘서트 시리즈 34,427
2024-05-25,천 개의 파랑,383
2024-05-25,천 개의 파랑,382
2024-05-25,예술의전당 인춘아트홀 Special THE NEXT(테너 손지훈),86
2024-05-25,국립현대무용단 어린이 무용 `얍! 얍! 얍!`,137
2024-05-25,천 개의 파랑,53
2024-05-25,천 개의 파랑,55
2024-05-25,푸치니 서거 100주년 기념 오페라 갈라콘서트 <Great Puccini>,1171
2024-05-25,곽나영 오보에 독주회,125
2024-05-25,김귀임 피아노 독주회,75
2024-05-25,장하얀 첼로 독주회,304
2024-05-26,2024 서울시향 실내악 시리즈 IV: 보리스 길트버그,480
2024-05-26,KBS교향악단 제802회 정기연주회,1809
2024-05-26,국립오페라단 정기공연 오페라 <죽음의 도시>,978
2024-05-26,천 개의 파랑,467
2024-05-26,국립현대무용단 어린이 무용 `얍! 얍! 얍!`,145
2024-05-26,천 개의 파랑,39
2024-05-26,박고운 첼로 리사이틀,124
2024-05-26,전혜원 반주 리사이틀,86
2024-05-26,문록선 플루트 독주회,174
2024-05-28,임요섭 비올라 독주회,146
2024-05-28,여예슬 바이올린 독주회,57
2024-05-28,코리아남성합창단 제23회 정기연주회,1509
2024-05-28,콜레기움 무지쿰 서울 제7회 정기연주회   ,231
2024-05-29,박나경 귀국 플루트 독주회,93
2024-05-29,피아니스트 임동혁 초청 <차이콥스키 VS 드보르작>,1826
2024-05-29,이경미 첼로 독주회,152
2024-05-29,현대음악앙상블‘소리’ 2024 기획연주회,225
2024-05-30,이마에스트리 제19회 정기연주회,1801
2024-05-30,이희문 쏭폼스토리즈Ⅱ <강남무지개>,155
2024-05-30,장희진 비올라 독주회,222
2024-05-30,이희우 피아노 독주회,37
2024-05-30,기타리스트 허유림 음반 발매 기념 리사이틀,149
2024-05-31,KT와 함께하는 예술의전당 마음을 담은 클래식(5.31),1901
2024-05-31,[2024 발레축제] 유니버설발레단 <더 발레리나>,756
2024-05-31,이희문 쏭폼스토리즈Ⅱ <강남무지개>,92
2024-05-31,트리오 라피네 정기연주회,84
2024-05-31,소프라노 오현미 독창회,233
2024-06-01,"첼리스트 심준호의 ""Brahms""",475
2024-06-01,클래식 디깅 클럽 - 드뷔시,439
2024-06-01,[2024 발레축제] 유니버설발레단 <더 발레리나>,746
2024-06-01,이희문 쏭폼스토리즈Ⅱ <강남무지개>,130
2024-06-01,샤를 리샤르-아믈랭 피아노 리사이틀,682
2024-06-01,이윤경 오보에 독주회,215
2024-06-01,이세란 귀국 피아노 독주회,208
2024-06-01,제10회 아즈 피아노 트리오 정기연주회,50
2024-06-02,이희문 쏭폼스토리즈Ⅱ <강남무지개>,153
2024-06-02,소프라노 손지수 독창회 <Vocalise>,452
2024-06-02,2024 한국오페라갈라페스티벌,1316
2024-06-02,제4회 플루트 앙상블 레 플루티스트 정기연주회,72
2024-06-02,유재경 피아노 독주회,116
2024-06-02,"앙상블 소아베 정기연주회  ""베토벤 스펙트럼""",91
2024-06-04,임성윤 바이올린 독주회,117
2024-06-04,최고은 바이올린 독주회,42
2024-06-04,소프라노 최윤정 독창회,413
2024-06-05,[2024 발레축제]BALLET LAYER,621
2024-06-05,국립발레단_돈키호테,1454
2024-06-05,강남심포니오케스트라 제105회 정기연주회,1314
2024-06-05,임재성 첼로 리사이틀,162
2024-06-05,소재완 바이올린 독주회,135
2024-06-05,우디 앙상블 정기 연주회,60
2024-06-06,[2024 발레축제]BALLET LAYER,733
2024-06-06,국립발레단_돈키호테,1486
2024-06-06,성현경 바이올린 독주회,66
2024-06-06,제9회 서울 플루티스트 앙상블 The K 정기연주회,269
2024-06-06,반쪼가리자작,136
2024-06-06,김민욱 클라리넷 독주회,108
2024-06-07,유키 구라모토 내한 25주년 기념 콘서트,1572
2024-06-07,[2024 발레축제]BALLET LAYER,644
2024-06-07,첼리스트 주연선의 베토벤 전곡 시리즈 1,428
2024-06-07,국립발레단_돈키호테,1465
2024-06-07,원민지 첼로 독주회,281
2024-06-07,한국국민악회 제40회 정기작곡발표회,82
2024-06-07,반쪼가리자작,113
2024-06-08,2024 스타인웨이 위너콘서트 인 코리아,394
2024-06-08,필하모니코리아 정기연주회,999
2024-06-08,바이올리니스트 이지혜 피아니스트 김태형 듀오 리사이틀,354
2024-06-08,국립발레단_돈키호테,1462
2024-06-08,유문선 클라리넷 독주회,211
2024-06-08,한국피아노듀오협회 제69회 정기연주회,69
2024-06-08,위드클래식 초청 장애 아티스트 시리즈 l,44
2024-06-08,반쪼가리자작,147
2024-06-08,반쪼가리자작,97
2024-06-09,당 타이 손 피아노 리사이틀,1377
2024-06-09,국립발레단_돈키호테,1510
2024-06-09,윤수영 귀국 피아노 독주회,81
2024-06-09,위 솔로이스츠 제 28회 정기연주회,422
2024-06-09,이영교 피아노 독주회 - MusiCuration IV,85
2024-06-09,반쪼가리자작,135
2024-06-09,김현주 피아노 독주회,66
2024-06-11,[2024 발레축제]라이프 오브 발레리노 / 화양연화,560
2024-06-11,백건우와 모차르트 - 서울,1393
2024-06-11,배종선 플루트 독주회,99
2024-06-11,김도연 첼로 독주회,75
2024-06-11,양고운 바이올린 독주회 ,169
2024-06-12,[2024 발레축제]라이프 오브 발레리노 / 화양연화,631
2024-06-12,플루티스트 윤혜리 리사이틀,206
2024-06-12,모차르트: 레퀴엠,997
2024-06-12,김수현의 쇼팽 실내악 노트,55
2024-06-13,한화생명과 함께하는 예술의전당 11시 콘서트(6월),1635
2024-06-13,예루살렘 현악 4중주단,349
2024-06-13,[2024 발레축제]Foggy 하지마 / Emotion in Motion,133
2024-06-13,트리오 아띠 창단 연주회,91
2024-06-13,한동연 첼로 독주회,210
2024-06-14,신수정과 김응수의 비엔나 프로젝트,395
2024-06-14,[2024 발레축제]Foggy 하지마 / Emotion in Motion,181
2024-06-14,아마데우스 2024 : 오스트리아의 모차르트 ,275
2024-06-14,최미선 피아노 독주회,71
2024-06-14,홍혜도 피아노독주회-파르티타와 위대한 변주곡 시리즈 2,30
2024-06-15,2024 예술의전당 토요콘서트(6월),1170
2024-06-15,[2024 발레축제]세비야의 이발사,621
2024-06-15,허재원 피아노 리사이틀 <순례의 해Ⅰ>,120
2024-06-15,신성희 바이올린 독주회,198
2024-06-15,유재아플루트독주회,167
2024-06-15,"2024 서울시향 행복한 음악회, 함께! 1",507
2024-06-16,[2024 발레축제]세비야의 이발사,613
2024-06-16,박수정 피아노 독주회,142
2024-06-16,디즈니 판타지아 인 콘서트,1337
2024-06-16,김준환 첼로 독주회,171
2024-06-16,앙상블 드 로즈마리 정기공연,77
2024-06-16,서울페스티발앙상블 제10회 정기연주회,159
2024-06-18,에올리아 앙상블 창단 연주회,342
2024-06-18,"[2024 발레축제]국화꽃향기 / Metro, Boulot, Dodo",171
2024-06-18,WPO 초청 Artist Series III : 피아니스트 이선호 리사이틀,151
2024-06-18,조성진 삼성호암상 수상기념 리사이틀,2143
2024-06-18,FAC 국제 플루트 콩쿠르 2차 예선,0
2024-06-19,"[2024 발레축제]국화꽃향기 / Metro, Boulot, Dodo",164
2024-06-19,"아마데우스 2024 : 모차르트 갈라 & 주피터 - 천재, 최후의 교향곡",359
2024-06-19,송민혁 귀국 피아노 독주회,227
2024-06-19,메조소프라노 최승윤 독창회,144
2024-06-19,이공희 피아노 독주회,64
2024-06-20,2024 서울시향 바실리 페트렌코의 드보르자크 교향곡 8번 ①,1690
2024-06-20,첼리스트 주연선의 베토벤 전곡 시리즈 2,380
2024-06-20,FAC 국제 플루트 콩쿠르 세미 파이널,0
2024-06-20,김상헌 피아노 독주회,62
2024-06-21,2024 서울시향 바실리 페트렌코의 드보르자크 교향곡 8번 ②,1759
2024-06-21,[2024오페라축제]<피가로의 결혼>,1506
2024-06-21,피아니스트 박미정의 All That Art 5,286
2024-06-21,김유지 바이올린 독주회,88
2024-06-21,정진희 바이올린 리사이틀,134
2024-06-22,크리스틴 정현 리 첼로 리사이틀,223
2024-06-22,[2024 발레축제]올리브 / 황폐한 땅,167
2024-06-22,[2024오페라축제]<피가로의 결혼>,1528
2024-06-22,맹진석 귀국 피아노 독주회,248
2024-06-22,임윤찬 피아노 리사이틀,2334
2024-06-22,첼리스트 이영은 리사이틀,146
2024-06-22,FAC 국제 플루트 콩쿠르 파이널,51
2024-06-22,라리에또 피아노 앙상블 연주회,70
2024-06-23,[2024 발레축제]올리브 / 황폐한 땅,183
2024-06-23,프레디 켐프: 베토벤 & 프로코피예프 협주곡,810
2024-06-23,김주현 클라리넷 독주회,206
2024-06-23,김희수 첼로 독주회,78
2024-06-23,김예슬 피아노 독주회,102
2024-06-23,유욱진 귀국 피아노 독주회,111
2024-06-25,KT와 함께하는 예술의전당 마음을 담은 클래식(6월),1352
2024-06-25,"국립합창단 제198회 정기연주회 <합창음악, 그 위대한 역사적 시대를 돌아보다>",516
2024-06-25,최재희 클라리넷 리사이틀,56
2024-06-25,트리오 인스피레이션 연주회,81
2024-06-26,루돌프 부흐빈더 베토벤 피아노 협주곡 전곡Ⅰ,1611
2024-06-26,프레디 켐프: 악흥의 순간,345
2024-06-26,김정 귀국 바이올린 독주회,183
2024-06-26,트리오 카스투스 정기공연,84
2024-06-27,미하일 플레트네프의 라흐마니노프 피아노 협주곡 전곡 I,1614
2024-06-27,하승민 피아노 독주회,86
2024-06-27,임지희 바이올린 독주회,116
2024-06-27,제16회 세일 한국가곡 콩쿠르 본선연주회,84
2024-06-28,미하일 플레트네프의 라흐마니노프 피아노 협주곡 전곡 II,1267
2024-06-28,[2024오페라축제]<나비부인>,1434
2024-06-28,4월은 너의 거짓말,534
2024-06-28,4월은 너의 거짓말,306
2024-06-28,장우리 첼로 독주회,215
2024-06-28,임미가 기타 리사이틀,66
2024-06-28,라세원 비올라 독주회,141
2024-06-29,KBS교향악단 제803회 정기연주회,1518
2024-06-29,이지윤 바이올린 리사이틀,407
2024-06-29,[2024오페라축제]<나비부인>,1504
2024-06-29,유터피 윈즈 제18회 정기연주회,134
2024-06-29,[2024오페라축제] 가족오페라_마님이 된 하녀,67
2024-06-29,[2024오페라축제] 가족오페라_마님이 된 하녀,105
2024-06-29,4월은 너의 거짓말,467
2024-06-29,4월은 너의 거짓말,327
2024-06-29,KAI INTO THE WORLD - SEOUL,158
2024-06-29,바리톤 강주원 리사이틀 ,119
2024-06-29,제5회 우미현 작곡발표회,28
2024-06-30,루돌프 부흐빈더 베토벤 피아노 협주곡 전곡Ⅱ,1775
2024-06-30,[2024오페라축제] 가족오페라_마님이 된 하녀,49
2024-06-30,[2024오페라축제] 가족오페라_마님이 된 하녀,110
2024-06-30,4월은 너의 거짓말,340
2024-06-30,4월은 너의 거짓말,276
2024-06-30,문소정 피콜로 독주회,217
2024-06-30,이영은 첼로 독주회,102
2024-06-30,리버티 트리오 <환화>,64
2024-06-30,코리안 트롬본 콰이어 제4회 정기연주회,103
2024-07-02,비발디 & 피아졸라 `사계`,514
2024-07-02,4월은 너의 거짓말,346
2024-07-02,"나채원 플루트 독주회 ""Fantasy""",158
2024-07-02,코랄레움 인 서울 `합창 명작 마주하기 프로젝트 II`,899
2024-07-02,시엘 앙상블 정기 연주회,69
2024-07-03,예술의전당 보컬 마스터 시리즈 Ⅰ - 소프라노 홍혜경,1057
2024-07-03,4월은 너의 거짓말,308
2024-07-03,4월은 너의 거짓말,350
2024-07-03,이영현 귀국 바이올린 독주회,84
2024-07-03,강혜윤 정지혜 피아노 듀오 리사이틀,56
2024-07-03,서울솔로이츠플루트오케스트라 제14회 정기연주회,805
2024-07-03,박준태 바순 리사이틀,156
2024-07-04,최수열의 밤 9시 즈음에(7월),240
2024-07-04,4월은 너의 거짓말,213
2024-07-04,제2회 줄리어드 음악대학 동문 음악회,413
2024-07-04,듀오 판타스티코 ,452
2024-07-04,정아연 피아노 독주회,46
2024-07-05,김선욱 피아노 리사이틀,1790
2024-07-05,4월은 너의 거짓말,256
2024-07-05,4월은 너의 거짓말,196
2024-07-05,2024 서울솔리스트첼로앙상블과 함께하는 <Summer Cello Festa>,267
2024-07-05,DECIDE - Chapter 1,63
2024-07-06,"아디오스 피아졸라, 라이브탱고 ",1405
2024-07-06,[2024오페라축제]어린이오페라 헨젤과 그레텔,172
2024-07-06,[2024오페라축제]어린이오페라 헨젤과 그레텔,167
2024-07-06,조재혁 모차르트 피아노 소나타 전곡 리사이틀Ⅰ,259
2024-07-06,조재혁 모차르트 피아노 소나타 전곡 리사이틀Ⅱ,254
2024-07-06,4월은 너의 거짓말,425
2024-07-06,4월은 너의 거짓말,286
2024-07-06,손형원 호른 독주회 `The Quintet`,70
2024-07-06,한윤지 바이올린 독주회,118
2024-07-06,코리안 플루트 솔로이스츠,85
2024-07-07,지브리 OST 콘서트 : 디 오케스트라,2135
2024-07-07,[2024오페라축제]어린이오페라 헨젤과 그레텔,187
2024-07-07,[2024오페라축제]어린이오페라 헨젤과 그레텔,194
2024-07-07,4월은 너의 거짓말,418
2024-07-07,안세훈 바이올린 독주회,152
2024-07-07,트리오 메리디오 정기연주회,175
2024-07-07,장선희 피아노 독주회,35
2024-07-07,한국플루트학회 제11회 정기연주회,127
2024-07-09,4월은 너의 거짓말,435
2024-07-09,창단 35주년 기념 마스터피스 시리즈Ⅴ  서울모테트합창단 제127회 정기연주회 멘델스존의 [사도바울],776
2024-07-09,피아니스트 정민정의 Piano Puzzle Ver.9 : Monumental ,154
2024-07-09,바로크음악이야기 XX ‘The Enlightenment` : 18세기 계몽주의 사상과 음악,227
2024-07-10,4월은 너의 거짓말,363
2024-07-10,4월은 너의 거짓말,210
2024-07-10,안신영 바이올린 독주회 베토벤 소나타 전곡 시리즈 FINALE,225
2024-07-10,김정훈 무반주 바이올린 독주회,26
2024-07-10,아베끄 현악사중주단 창단 10주년 기념음악회,235
2024-07-10,한경arte필하모닉 더클래식2024 시리즈6,1387
2024-07-11,리수스 콰르텟 제3회 정기연주회,326
2024-07-11,한화생명과 함께하는 예술의전당 11시 콘서트(7월),1809
2024-07-11,4월은 너의 거짓말,345
2024-07-11,노유리 피아노 독주회,62
2024-07-11,테너 김요한 독창회,264
2024-07-12,"고잉홈프로젝트: 베토벤 전곡 시리즈 2. (손열음, 스베틀린 루세브, 김두민 협연)",1804
2024-07-12,4월은 너의 거짓말,247
2024-07-12,4월은 너의 거짓말,222
2024-07-12,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,71
2024-07-12,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,118
2024-07-12,김성훈 피아노 독주회,257
2024-07-13,4월은 너의 거짓말,462
2024-07-13,4월은 너의 거짓말,311
2024-07-13,피아니스트 키타무라 아사미 초청 리사이틀,143
2024-07-13,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,101
2024-07-13,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,114
2024-07-13,김홍박 음반발매기념 리사이틀,503
2024-07-13,이상권 귀국 콘트라베이스 독주회,146
2024-07-13,라운드테이블 정기연주회,258
2024-07-13,제35회 뮤지콘 작곡발표회,52
2024-07-14,고잉홈프로젝트: 베토벤 전곡 시리즈 3. 운명 교향곡 외,1322
2024-07-14,4월은 너의 거짓말,380
2024-07-14,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,107
2024-07-14,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,125
2024-07-14,임누리 바이올린 독주회,0
2024-07-14,이소림 바이올린 독주회,81
2024-07-14,홍승아 첼로 독주회,181
2024-07-16,브람스 피아노 협주곡 전곡 : 대조,1081
2024-07-16,4월은 너의 거짓말,250
2024-07-16,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,185
2024-07-16,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,55
2024-07-16,왕명호 플루트 독주회,83
2024-07-16,소프라노 김남영 & 바리톤 나건용 듀오콘서트,392
2024-07-16,김규희 피아노 독주회,17
2024-07-17,박예람 플루트 리사이틀 `Avenue Jean Jaurès`,190
2024-07-17,4월은 너의 거짓말,159
2024-07-17,4월은 너의 거짓말,263
2024-07-17,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,119
2024-07-17,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,76
2024-07-17,포스메가남성합창단 제30회 정기연주회,1226
2024-07-17,이지선 피아노 독주회,128
2024-07-17,성해라 플루트 리사이틀,61
2024-07-18,KBS교향악단 제804회 정기연주회,1644
2024-07-18,4월은 너의 거짓말,282
2024-07-18,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,112
2024-07-18,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,81
2024-07-18,피아니스트 안화영의 작곡가 시리즈 II,235
2024-07-18,모차르트 듀오 전곡시리즈 II,68
2024-07-18,2024 소울 첼로 앙상블 정기연주회,210
2024-07-19,KT와 함께하는 예술의전당 마음을 담은 클래식(7월),1461
2024-07-19,정주은 바이올린 리사이틀,187
2024-07-19,4월은 너의 거짓말,181
2024-07-19,4월은 너의 거짓말,252
2024-07-19,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,124
2024-07-19,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,162
2024-07-19,선율 피아노 리사이틀,267
2024-07-19,박종화 피아노 독주회,57
2024-07-20,파리 오페라 발레 에투알 갈라 2024,955
2024-07-20,4월은 너의 거짓말,535
2024-07-20,4월은 너의 거짓말,356
2024-07-20,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,115
2024-07-20,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,105
2024-07-20,<카디프의 남자들>,1055
2024-07-20,우영욱 플루트 독주회,87
2024-07-20,임주희 피아노 리사이틀,327
2024-07-20,윤일수 귀국 피아노 독주회,219
2024-07-20,코리안아츠윈드 제2 회 정기연주회,164
2024-07-21,"국립심포니오케스트라 -  드보르자크, 교향곡 7번 ",1931
2024-07-21,파리 오페라 발레 에투알 갈라 2024,925
2024-07-21,4월은 너의 거짓말,436
2024-07-21,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,141
2024-07-21,오브제극 <네모의 세상> 2024 어린이 가족 페스티벌,165
2024-07-21,면사랑 신진 유망 연주자 수상자 연주회,300
2024-07-21,이현애 바이올린 독주회,131
2024-07-21,피아노 트리오 그랑 정기연주회 ,78
2024-07-21,권혜진 피아노 독주회,116
2024-07-23,파리 오페라 발레 에투알 갈라 2024,950
2024-07-23,4월은 너의 거짓말,220
2024-07-24,파리 오페라 발레 에투알 갈라 2024,961
2024-07-24,4월은 너의 거짓말,269
2024-07-24,4월은 너의 거짓말,238
2024-07-25,4월은 너의 거짓말,234
2024-07-26,예술의전당 보컬 마스터 시리즈 Ⅱ - 베이스 연광철,867
2024-07-26,4월은 너의 거짓말,213
2024-07-26,4월은 너의 거짓말,173
2024-07-26,연극 <우산도둑> 2024 어린이 가족 페스티벌,102
2024-07-26,연극 <우산도둑> 2024 어린이 가족 페스티벌,81
2024-07-27,4월은 너의 거짓말,389
2024-07-27,4월은 너의 거짓말,339
2024-07-27,연극 <우산도둑> 2024 어린이 가족 페스티벌,128
2024-07-27,연극 <우산도둑> 2024 어린이 가족 페스티벌,163
2024-07-28,4월은 너의 거짓말,395
2024-07-28,연극 <우산도둑> 2024 어린이 가족 페스티벌,138
2024-07-28,연극 <우산도둑> 2024 어린이 가족 페스티벌,161
2024-07-30,4월은 너의 거짓말,272
2024-07-30,연극 <우산도둑> 2024 어린이 가족 페스티벌,133
2024-07-30,연극 <우산도둑> 2024 어린이 가족 페스티벌,151
2024-07-31,4월은 너의 거짓말,509
2024-07-31,4월은 너의 거짓말,396
2024-07-31,연극 <우산도둑> 2024 어린이 가족 페스티벌,181
2024-07-31,연극 <우산도둑> 2024 어린이 가족 페스티벌,175
2024-08-01,4월은 너의 거짓말,281
2024-08-01,연극 <우산도둑> 2024 어린이 가족 페스티벌,151
2024-08-01,연극 <우산도둑> 2024 어린이 가족 페스티벌,155
2024-08-02,4월은 너의 거짓말,314
2024-08-02,4월은 너의 거짓말,306
2024-08-02,연극 <우산도둑> 2024 어린이 가족 페스티벌,176
2024-08-02,연극 <우산도둑> 2024 어린이 가족 페스티벌,119
2024-08-03,4월은 너의 거짓말,330
2024-08-03,4월은 너의 거짓말,255
2024-08-03,연극 <우산도둑> 2024 어린이 가족 페스티벌,153
2024-08-03,연극 <우산도둑> 2024 어린이 가족 페스티벌,175
2024-08-03,예술의전당 & 게오르그 솔티 아카데미 파이널 갈라 콘서트,293
2024-08-04,4월은 너의 거짓말,341
2024-08-04,연극 <우산도둑> 2024 어린이 가족 페스티벌,174
2024-08-04,연극 <우산도둑> 2024 어린이 가족 페스티벌,176
2024-08-06,4월은 너의 거짓말,215
2024-08-06,2024 예술의전당 국제음악제 - 단 에팅거 with 루카스 & 아르투르 유센,1409
2024-08-06,강보라 바이올린 독주회,137
2024-08-07,4월은 너의 거짓말,298
2024-08-07,4월은 너의 거짓말,289
2024-08-07,2024 예술의전당 국제음악제 - 위재원 바이올린 리사이틀,114
2024-08-07,2024 예술의전당 국제음악제 - 루카스 & 아르투르 유센 듀오 피아노 콘서트,1266
2024-08-07,2024 예술의전당 국제음악제 - 김태한 x 박주성 x 일리야 라쉬코프스키,483
2024-08-08,4월은 너의 거짓말,232
2024-08-08,2024 예술의전당 국제음악제 - 이모젠 쿠퍼 피아노 리사이틀,1064
2024-08-08,2024 예술의전당 국제음악제 -  아벨 콰르텟,218
2024-08-08,코리안 바순 솔로이스츠 앙상블 제3회 정기연주회,447
2024-08-09,4월은 너의 거짓말,272
2024-08-09,4월은 너의 거짓말,247
2024-08-09,인형극<산초와 돈키호테> 2024 어린이 가족 페스티벌,67
2024-08-09,인형극<산초와 돈키호테> 2024 어린이 가족 페스티벌,75
2024-08-09,2024 예술의전당 국제음악제 - 트로이 앙상블,139
2024-08-09,2024 예술의전당 국제음악제 - 아레테 콰르텟,291
2024-08-10,4월은 너의 거짓말,240
2024-08-10,4월은 너의 거짓말,249
2024-08-10,인형극<산초와 돈키호테> 2024 어린이 가족 페스티벌,102
2024-08-10,인형극<산초와 돈키호테> 2024 어린이 가족 페스티벌,135
2024-08-10,2024 예술의전당 국제음악제 - 안용헌 기타 리사이틀,235
2024-08-10,2024 예술의전당 국제음악제 - 율리우스 아살 피아노 리사이틀,423
2024-08-10,2024 예술의전당 국제음악제 - 피터 비스펠베이 첼로 리사이틀,1318
2024-08-11,4월은 너의 거짓말,332
2024-08-11,인형극<산초와 돈키호테> 2024 어린이 가족 페스티벌,118
2024-08-11,인형극<산초와 돈키호테> 2024 어린이 가족 페스티벌,128
2024-08-11,2024 예술의전당 국제음악제 - 박연민 피아노 리사이틀,283
2024-08-11,2024 예술의전당 국제음악제 - 코리안 혼 사운드,269
2024-08-11,2024 예술의전당 국제음악제 - 단 에팅거 with 테너 백석종,1685
2024-08-11,"""피아노랑 놀자"" with Piano Ensemble Quintole",93
2024-08-11,0,0
2024-08-13,고잉홈프로젝트: 베토벤 전곡 시리즈 4. 전원 교향곡 외,1394
2024-08-13,4월은 너의 거짓말,148
